"CumulusCatalog","CumulusRecordID","CumulusRecordName","dcterms:modified","dcterms:title","dc:source","dcterms:type","ac:subtype","ac:caption","iptc:CVTerm","ac:subjectPart","ac:subjectOrientation","xmp:CreateDate","ac:digitizationDate","dcterms:creator","dc:creator","dcterms:rightsHolder","dcterms:license","dc:rights","dwc:scientificName","dwc:catalogNumber","dwc:recordedBy","dwc:recordNumber","dwc:country","dwc:countryCode","dwc:stateProvince","dwc:locality","dwc:decimalLatitude","dwc:decimalLongitude","exif:PixelXDimension","exif:PixelYDimension","HeroImage","xmp:Rating","ThumbnailUrlEnabled","PreviewUrlEnabled","FileFormat"
"flora_illustrations","1","AERIFALC.TIF","","Aerides falcata","","Image","Illustration","","","","","2012-10-18 14:43:06","2012-10-18 14:43:06","Pearson, Su","","Royal Botanic Gardens Victoria","","","Aerides falcata","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","2","AERAFAST.TIF","","Aerangis fastuosa","","Image","Illustration","","","","","2012-10-18 14:43:06","2012-10-18 14:43:06","Pearson, Su","","Royal Botanic Gardens Victoria","","","Aerangis fastuosa","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","3","AECHMINI.TIF","","Aechmea miniata","","Image","Illustration","","","","","2012-10-18 14:43:06","2012-10-18 14:43:06","Pearson, Su","","Royal Botanic Gardens Victoria","","","Aechmea miniata","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","4","AERAGRAN.TIF","","Aeranthes grandiflora","","Image","Illustration","","","","","2012-10-18 14:43:06","2012-10-18 14:43:06","Pearson, Su","","Royal Botanic Gardens Victoria","","","Aeranthes grandiflora","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","5","AERILAWR.TIF","","Aerides lawrenciae","","Image","Illustration","","","","","2012-10-18 14:43:06","2012-10-18 14:43:06","Pearson, Su","","Royal Botanic Gardens Victoria","","","Aerides lawrenciae","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","6","AERIROSE.TIF","","Aerides rosea","","Image","Illustration","","","","","2012-10-18 14:43:08","2012-10-18 14:43:08","Pearson, Su","","Royal Botanic Gardens Victoria","","","Aerides rosea","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","7","AGAPRAOR.TIF","","Agapanthus praecox subsp. Orientalis","","Image","Illustration","","","","","2012-10-18 14:43:08","2012-10-18 14:43:08","Pearson, Su","","Royal Botanic Gardens Victoria","","","Agapanthus praecox subsp. Orientalis","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","8","AGLAPICT.TIF","","Aglaonema pictum","","Image","Illustration","","","","","2012-10-18 14:43:08","2012-10-18 14:43:08","Pearson, Su","","Royal Botanic Gardens Victoria","","","Aglaonema pictum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","9","AGLCOMTR.TIF","","Aglaonema commutatum treubii","","Image","Illustration","","","","","2012-10-18 14:43:08","2012-10-18 14:43:08","Pearson, Su","","Royal Botanic Gardens Victoria","","","Aglaonema commutatum treubii","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","10","AGROCAPI.TIF","","Agrostis capillaris","","Image","Illustration","","","","","2012-10-18 14:43:10","2012-10-18 14:43:10","Pearson, Su","","Royal Botanic Gardens Victoria","","","Agrostis capillaris","","","","","","","",,,2362,2836,,,,,"TIFF Image"
"flora_illustrations","11","AGROSCAB.TIF","","Agrostocrinum scabrum","","Image","Illustration","","","","","2012-10-18 14:43:10","2012-10-18 14:43:10","Pearson, Su","","Royal Botanic Gardens Victoria","","","Agrostocrinum scabrum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","12","ALBUCANA.TIF","","Albuca canadensis","","Image","Illustration","","","","","2012-10-18 14:43:10","2012-10-18 14:43:10","Pearson, Su","","Royal Botanic Gardens Victoria","","","Albuca canadensis","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","13","ALCAIMPE.TIF","","Alcantarea imperalis","","Image","Illustration","","","","","2012-10-18 14:43:10","2012-10-18 14:43:10","Pearson, Su","","Royal Botanic Gardens Victoria","","","Alcantarea imperalis","","","","","","","",,,2364,2904,,,,,"TIFF Image"
"flora_illustrations","14","ALLICERN.TIF","","Allium cernuum","","Image","Illustration","","","","","2012-10-18 14:43:12","2012-10-18 14:43:12","Pearson, Su","","Royal Botanic Gardens Victoria","","","Allium cernuum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","15","ALLIAMPE.TIF","","Allium ampeloprasum","","Image","Illustration","","","","","2012-10-18 14:43:10","2012-10-18 14:43:10","Pearson, Su","","Royal Botanic Gardens Victoria","","","Allium ampeloprasum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","16","ALLICEPA.TIF","","Allium cepa","","Image","Illustration","","","","","2012-10-18 14:43:10","2012-10-18 14:43:10","Pearson, Su","","Royal Botanic Gardens Victoria","","","Allium cepa","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","17","ALLICHRI.TIF","","Allium christophii","","Image","Illustration","","","","","2012-10-18 14:43:12","2012-10-18 14:43:12","Pearson, Su","","Royal Botanic Gardens Victoria","","","Allium christophii","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","18","ALLIFIST.TIF","","Allium fistulosum","","Image","Illustration","","","","","2012-10-18 14:43:12","2012-10-18 14:43:12","Pearson, Su","","Royal Botanic Gardens Victoria","","","Allium fistulosum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","19","ALLIMOLY.TIF","","Allium moly","","Image","Illustration","","","","","2012-10-18 14:43:12","2012-10-18 14:43:12","Pearson, Su","","Royal Botanic Gardens Victoria","","","Allium moly","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","20","ALLINEOP.TIF","","Allium neopolitanum","","Image","Illustration","","","","","2012-10-18 14:43:12","2012-10-18 14:43:12","Pearson, Su","","Royal Botanic Gardens Victoria","","","Allium neopolitanum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","21","ALLIROSE.TIF","","Allium roseum","","Image","Illustration","","","","","2012-10-18 14:43:14","2012-10-18 14:43:14","Pearson, Su","","Royal Botanic Gardens Victoria","","","Allium roseum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","22","ALLISATI.TIF","","Allium sativum","","Image","Illustration","","","","","2012-10-18 14:43:14","2012-10-18 14:43:14","Pearson, Su","","Royal Botanic Gardens Victoria","","","Allium sativum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","23","ALLISCHO.TIF","","Allium schoenophrasum","","Image","Illustration","","","","","2012-10-18 14:43:14","2012-10-18 14:43:14","Pearson, Su","","Royal Botanic Gardens Victoria","","","Allium schoenophrasum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","24","ALLISCOR.TIF","","Allium scorodoprasum","","Image","Illustration","","","","","2012-10-18 14:43:14","2012-10-18 14:43:14","Pearson, Su","","Royal Botanic Gardens Victoria","","","Allium scorodoprasum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","25","ALLITUBE.TIF","","Allium tuberosum","","Image","Illustration","","","","","2012-10-18 14:43:14","2012-10-18 14:43:14","Pearson, Su","","Royal Botanic Gardens Victoria","","","Allium tuberosum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","26","ALOEARBO.TIF","","Aloe arborescens","","Image","Illustration","","","","","2012-10-18 14:43:16","2012-10-18 14:43:16","Pearson, Su","","Royal Botanic Gardens Victoria","","","Aloe arborescens","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","27","ALOECILI.TIF","","Aloe ciliaris","","Image","Illustration","","","","","2012-10-18 14:43:16","2012-10-18 14:43:16","Pearson, Su","","Royal Botanic Gardens Victoria","","","Aloe ciliaris","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","28","ALOCBRIS.TIF","","Alocasia brisbanenis","","Image","Illustration","","","","","2012-10-18 14:43:14","2012-10-18 14:43:14","Pearson, Su","","Royal Botanic Gardens Victoria","","","Alocasia brisbanenis","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","29","ALOEFERO.TIF","","Aloe ferox","","Image","Illustration","","","","","2012-10-18 14:43:16","2012-10-18 14:43:16","Pearson, Su","","Royal Botanic Gardens Victoria","","","Aloe ferox","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","30","ALOEMITR.TIF","","Aloe mitriformis","","Image","Illustration","","","","","2012-10-18 14:43:16","2012-10-18 14:43:16","Pearson, Su","","Royal Botanic Gardens Victoria","","","Aloe mitriformis","","","","","","","",,,2504,2836,,,,,"TIFF Image"
"flora_illustrations","31","ALOEMACU.TIF","","Aloe maculata","","Image","Illustration","","","","","2012-10-18 14:43:16","2012-10-18 14:43:16","Pearson, Su","","Royal Botanic Gardens Victoria","","","Aloe maculata","","","","","","","",,,2504,2836,,,,,"TIFF Image"
"flora_illustrations","32","ALOEVARI.TIF","","Aloe variegata","","Image","Illustration","","","","","2012-10-18 14:43:18","2012-10-18 14:43:18","Pearson, Su","","Royal Botanic Gardens Victoria","","","Aloe variegata","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","33","ALOEVERA.TIF","","Aloe vera","","Image","Illustration","","","","","2012-10-18 14:43:18","2012-10-18 14:43:18","Pearson, Su","","Royal Botanic Gardens Victoria","","","Aloe vera","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","34","ALSTAURE.TIF","","Alstroemeria aurea","","Image","Illustration","","","","","2012-10-18 14:43:18","2012-10-18 14:43:18","Pearson, Su","","Royal Botanic Gardens Victoria","","","Alstroemeria aurea","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","35","ALOPPRAT.TIF","","Alopecurus pratensis","","Image","Illustration","","","","","2012-10-18 14:43:18","2012-10-18 14:43:18","Pearson, Su","","Royal Botanic Gardens Victoria","","","Alopecurus pratensis","","","","","","","",,,2362,2836,,,,,"TIFF Image"
"flora_illustrations","36","AMARBELL.TIF","","Amaryllis belladonna","","Image","Illustration","","","","","2012-10-18 14:43:20","2012-10-18 14:43:20","Pearson, Su","","Royal Botanic Gardens Victoria","","","Amaryllis belladonna","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","37","ALSTLIGT.TIF","","Alstroemeria ligtu","","Image","Illustration","","","","","2012-10-18 14:43:18","2012-10-18 14:43:18","Pearson, Su","","Royal Botanic Gardens Victoria","","","Alstroemeria ligtu","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","39","AMESPHIL.TIF","","Amesiella philippinensis","","Image","Illustration","","","","","2012-10-18 14:43:20","2012-10-18 14:43:20","Pearson, Su","","Royal Botanic Gardens Victoria","","","Amesiella philippinensis","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","40","AMMOAREN.TIF","","Ammophila arenaria","","Image","Illustration","","","","","2012-10-18 14:43:20","2012-10-18 14:43:20","Pearson, Su","","Royal Botanic Gardens Victoria","","","Ammophila arenaria","","","","","","","",,,2362,2836,,,,,"TIFF Image"
"flora_illustrations","41","ANEMASPH.TIF","","Anemarrhena asphodeloides","","Image","Illustration","","","","","2012-10-18 14:43:20","2012-10-18 14:43:20","Pearson, Su","","Royal Botanic Gardens Victoria","","","Anemarrhena asphodeloides","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","42","ANGRSCOT.TIF","","Angraecum scottianum","","Image","Illustration","","","","","2012-10-18 14:43:22","2012-10-18 14:43:22","Pearson, Su","","Royal Botanic Gardens Victoria","","","Angraecum scottianum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","43","ANGUCLOW.TIF","","Anguloa clowesii","","Image","Illustration","","","","","2012-10-18 14:43:22","2012-10-18 14:43:22","Pearson, Su","","Royal Botanic Gardens Victoria","","","Anguloa clowesii","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","44","ANTHLILI.TIF","","Anthericum liliago","","Image","Illustration","","","","","2012-10-18 14:43:22","2012-10-18 14:43:22","Pearson, Su","","Royal Botanic Gardens Victoria","","","Anthericum liliago","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","45","ANTHANDR.TIF","","Anthurium andraeanum","","Image","Illustration","","","","","2012-10-18 14:43:22","2012-10-18 14:43:22","Pearson, Su","","Royal Botanic Gardens Victoria","","","Anthurium andraeanum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","46","ANTHSCHE.TIF","","Anthurium scherzerianum","","Image","Illustration","","","","","2012-10-18 14:43:24","2012-10-18 14:43:24","Pearson, Su","","Royal Botanic Gardens Victoria","","","Anthurium scherzerianum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","47","ARISTRIP.TIF","","Arisaema triphyllum","","Image","Illustration","","","","","2012-10-18 14:43:24","2012-10-18 14:43:24","Pearson, Su","","Royal Botanic Gardens Victoria","","","Arisaema triphyllum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","48","ARISVULG.TIF","","Arisarum vulgare","","Image","Illustration","","","","","2012-10-18 14:43:24","2012-10-18 14:43:24","Pearson, Su","","Royal Botanic Gardens Victoria","","","Arisarum vulgare","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","49","ARTHCIRR.TIF","","Arthropodium cirratum","","Image","Illustration","","","","","2012-10-18 14:43:24","2012-10-18 14:43:24","Pearson, Su","","Royal Botanic Gardens Victoria","","","Arthropodium cirratum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","50","ARUMITAL.TIF","","Arum italicum","","Image","Illustration","","","","","2012-10-18 14:43:24","2012-10-18 14:43:24","Pearson, Su","","Royal Botanic Gardens Victoria","","","Arum italicum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","51","ASCOGARA.TIF","","Ascocentrum garayi","","Image","Illustration","","","","","2012-10-18 14:43:24","2012-10-18 14:43:24","Pearson, Su","","Royal Botanic Gardens Victoria","","","Ascocentrum garayi","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","52","ASPAASPA.TIF","","Asparagus asparagoides","","Image","Illustration","","","","","2012-10-18 14:43:26","2012-10-18 14:43:26","Pearson, Su","","Royal Botanic Gardens Victoria","","","Asparagus asparagoides","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","54","ASPAFALC.TIF","","Asparagus falcatus","","Image","Illustration","","","","","2012-10-18 14:43:26","2012-10-18 14:43:26","Pearson, Su","","Royal Botanic Gardens Victoria","","","Asparagus falcatus","","","","","","","",,,2364,2972,,,,,"TIFF Image"
"flora_illustrations","55","ASPALUNA.TIF","","Aspasia lunata","","Image","Illustration","","","","","2012-10-18 14:43:26","2012-10-18 14:43:26","Pearson, Su","","Royal Botanic Gardens Victoria","","","Aspasia lunata","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","56","ASPAOFFI.TIF","","Asparagus officinalis","","Image","Illustration","","","","","2012-10-18 14:43:26","2012-10-18 14:43:26","Pearson, Su","","Royal Botanic Gardens Victoria","","","Asparagus officinalis","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","57","ASPARETR.TIF","","Asparagus retrofractus","","Image","Illustration","","","","","2012-10-18 14:43:28","2012-10-18 14:43:28","Pearson, Su","","Royal Botanic Gardens Victoria","","","Asparagus retrofractus","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","58","ASPASCAN.TIF","","Asparagus scandens","","Image","Illustration","","","","","2012-10-18 14:43:28","2012-10-18 14:43:28","Pearson, Su","","Royal Botanic Gardens Victoria","","","Asparagus scandens","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","59","ASPASETA.TIF","","Asparagus setaceus","","Image","Illustration","","","","","2012-10-18 14:43:28","2012-10-18 14:43:28","Pearson, Su","","Royal Botanic Gardens Victoria","","","Asparagus setaceus","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","60","ASPHFIST.TIF","","Asphodelus fistulosus","","Image","Illustration","","","","","2012-10-18 14:43:28","2012-10-18 14:43:28","Pearson, Su","","Royal Botanic Gardens Victoria","","","Asphodelus fistulosus","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","61","ASPHLUTE.TIF","","Asphodeline lutea","","Image","Illustration","","","","","2012-10-18 14:43:30","2012-10-18 14:43:30","Pearson, Su","","Royal Botanic Gardens Victoria","","","Asphodeline lutea","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","63","ASTECHAT.TIF","","Astelia chathamica","","Image","Illustration","","","","","2012-10-18 14:43:30","2012-10-18 14:43:30","Pearson, Su","","Royal Botanic Gardens Victoria","","","Astelia chathamica","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","64","BAPTECHI.TIF","","Baptistonia echinata","","Image","Illustration","","","","","2012-10-18 14:43:30","2012-10-18 14:43:30","Pearson, Su","","Royal Botanic Gardens Victoria","","","Baptistonia echinata","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","65","BARKSPEC.TIF","","Barkeria spectabilis","","Image","Illustration","","","","","2012-10-18 14:43:30","2012-10-18 14:43:30","Pearson, Su","","Royal Botanic Gardens Victoria","","","Barkeria spectabilis","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","66","BESSELEG.TIF","","Bessera elegans","","Image","Illustration","","","","","2012-10-18 14:43:30","2012-10-18 14:43:30","Pearson, Su","","Royal Botanic Gardens Victoria","","","Bessera elegans","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","67","BIFRTETR.TIF","","Bifrenaria tetragona","","Image","Illustration","","","","","2012-10-18 14:43:30","2012-10-18 14:43:30","Pearson, Su","","Royal Botanic Gardens Victoria","","","Bifrenaria tetragona","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","68","BILDISMA.TIF","","Billbergia distachia var. maculata","","Image","Illustration","","","","","2012-10-18 14:43:32","2012-10-18 14:43:32","Pearson, Su","","Royal Botanic Gardens Victoria","","","Billbergia distachia var. maculata","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","69","BILLAMOE.TIF","","Billbergia amoena","","Image","Illustration","","","","","2012-10-18 14:43:32","2012-10-18 14:43:32","Pearson, Su","","Royal Botanic Gardens Victoria","","","Billbergia amoena","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","70","BILLALFO.TIF","","Billbergia alfonsi-joannis","","Image","Illustration","","","","","2012-10-18 14:43:32","2012-10-18 14:43:32","Pearson, Su","","Royal Botanic Gardens Victoria","","","Billbergia alfonsi-joannis","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","71","BILLBRAS.TIF","","Billbergia brasiliensis","","Image","Illustration","","","","","2012-10-18 14:43:32","2012-10-18 14:43:32","Pearson, Su","","Royal Botanic Gardens Victoria","","","Billbergia brasiliensis","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","72","BILLHORR.TIF","","Billbergia horrida","","Image","Illustration","","","","","2012-10-18 14:43:34","2012-10-18 14:43:34","Pearson, Su","","Royal Botanic Gardens Victoria","","","Billbergia horrida","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","73","BILLIRID.TIF","","Billbergia iridifolia","","Image","Illustration","","","","","2012-10-18 14:43:34","2012-10-18 14:43:34","Pearson, Su","","Royal Botanic Gardens Victoria","","","Billbergia iridifolia","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","74","BILLLIET.TIF","","Billbergia lietzei","","Image","Illustration","","","","","2012-10-18 14:43:34","2012-10-18 14:43:34","Pearson, Su","","Royal Botanic Gardens Victoria","","","Billbergia lietzei","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","75","BILLMACR.TIF","","Billbergia macrocalyx","","Image","Illustration","","","","","2012-10-18 14:43:34","2012-10-18 14:43:34","Pearson, Su","","Royal Botanic Gardens Victoria","","","Billbergia macrocalyx","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","76","BILLNUTA.TIF","","Billbergia nutans","","Image","Illustration","","","","","2012-10-18 14:43:34","2012-10-18 14:43:34","Pearson, Su","","Royal Botanic Gardens Victoria","","","Billbergia nutans","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","77","BILLPYRA.TIF","","Billbergia pyramidalis","","Image","Illustration","","","","","2012-10-18 14:43:34","2012-10-18 14:43:34","Pearson, Su","","Royal Botanic Gardens Victoria","","","Billbergia pyramidalis","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","78","BILLROSE.TIF","","Billbergia rosea","","Image","Illustration","","","","","2012-10-18 14:43:36","2012-10-18 14:43:36","Pearson, Su","","Royal Botanic Gardens Victoria","","","Billbergia rosea","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","79","BILLSAND.TIF","","Billbergia sanderiana","","Image","Illustration","","","","","2012-10-18 14:43:36","2012-10-18 14:43:36","Pearson, Su","","Royal Botanic Gardens Victoria","","","Billbergia sanderiana","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","80","BILLZEBR.TIF","","Billbergia zebrina","","Image","Illustration","","","","","2012-10-18 14:43:36","2012-10-18 14:43:36","Pearson, Su","","Royal Botanic Gardens Victoria","","","Billbergia zebrina","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","81","BLANGRAN.TIF","","Blandfordia grandiflora","","Image","Illustration","","","","","2012-10-18 14:43:36","2012-10-18 14:43:36","Pearson, Su","","Royal Botanic Gardens Victoria","","","Blandfordia grandiflora","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","82","BILLSAUN.TIF","","Billbergia saundersii","","Image","Illustration","","","","","2012-10-18 14:43:36","2012-10-18 14:43:36","Pearson, Su","","Royal Botanic Gardens Victoria","","","Billbergia saundersii","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","83","BLOOCROC.TIF","","Bloomeria crocea","","Image","Illustration","","","","","2012-10-18 14:43:38","2012-10-18 14:43:38","Pearson, Su","","Royal Botanic Gardens Victoria","","","Bloomeria crocea","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","84","BOMAMULT.TIF","","Bomera multiflora","","Image","Illustration","","","","","2012-10-18 14:43:38","2012-10-18 14:43:38","Pearson, Su","","Royal Botanic Gardens Victoria","","","Bomera multiflora","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","85","BRASCUCU.TIF","","Brassavola cucullata","","Image","Illustration","","","","","2012-10-18 14:43:38","2012-10-18 14:43:38","Pearson, Su","","Royal Botanic Gardens Victoria","","","Brassavola cucullata","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","86","BOWIVOLU.TIF","","Bowiea volubilis","","Image","Illustration","","","","","2012-10-18 14:43:38","2012-10-18 14:43:38","Pearson, Su","","Royal Botanic Gardens Victoria","","","Bowiea volubilis","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","87","BRASKEIL.TIF","","Brassia keiliana","","Image","Illustration","","","","","2012-10-18 14:43:38","2012-10-18 14:43:38","Pearson, Su","","Royal Botanic Gardens Victoria","","","Brassia keiliana","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","88","BRIMAMET.TIF","","Brimeura amethystina","","Image","Illustration","","","","","2012-10-18 14:43:40","2012-10-18 14:43:40","Pearson, Su","","Royal Botanic Gardens Victoria","","","Brimeura amethystina","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","89","BROMCATH.TIF","","Bromus catharticus","","Image","Illustration","","","","","2012-10-18 14:43:40","2012-10-18 14:43:40","Pearson, Su","","Royal Botanic Gardens Victoria","","","Bromus catharticus","","","","","","","",,,2362,2836,,,,,"TIFF Image"
"flora_illustrations","90","BRODCALI.TIF","","Brodiaea californica","","Image","Illustration","","","","","2012-10-18 14:43:40","2012-10-18 14:43:40","Pearson, Su","","Royal Botanic Gardens Victoria","","","Brodiaea californica","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","91","BRUNJOSE.TIF","","Brunsvigia josephinae","","Image","Illustration","","","","","2012-10-18 14:43:40","2012-10-18 14:43:40","Pearson, Su","","Royal Botanic Gardens Victoria","","","Brunsvigia josephinae","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","92","BULBBULB.TIF","","Bulbine bulbosa","","Image","Illustration","","","","","2012-10-18 14:43:40","2012-10-18 14:43:40","Pearson, Su","","Royal Botanic Gardens Victoria","","","Bulbine bulbosa","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","93","BULBNUTA.TIF","","Bulbinella nutans","","Image","Illustration","","","","","2012-10-18 14:43:42","2012-10-18 14:43:42","Pearson, Su","","Royal Botanic Gardens Victoria","","","Bulbinella nutans","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","94","BULBVERN.TIF","","Bulbocodium vernum","","Image","Illustration","","","","","2012-10-18 14:43:42","2012-10-18 14:43:42","Pearson, Su","","Royal Botanic Gardens Victoria","","","Bulbocodium vernum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","95","BURCUMBE.TIF","","Burchardia umbellata","","Image","Illustration","","","","","2012-10-18 14:43:42","2012-10-18 14:43:42","Pearson, Su","","Royal Botanic Gardens Victoria","","","Burchardia umbellata","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","96","CAESPARV.TIF","","Caesia parviflora","","Image","Illustration","","","","","2012-10-18 14:43:42","2012-10-18 14:43:42","Pearson, Su","","Royal Botanic Gardens Victoria","","","Caesia parviflora","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","97","CALABICO.TIF","","Caladium bicolor","","Image","Illustration","","","","","2012-10-18 14:43:42","2012-10-18 14:43:42","Pearson, Su","","Royal Botanic Gardens Victoria","","","Caladium bicolor","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","98","CALLPALU.TIF","","Calla palustris","","Image","Illustration","","","","","2012-10-18 14:43:44","2012-10-18 14:43:44","Pearson, Su","","Royal Botanic Gardens Victoria","","","Calla palustris","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","99","CALAVEST.TIF","","Calanthe vestita","","Image","Illustration","","","","","2012-10-18 14:43:44","2012-10-18 14:43:44","Pearson, Su","","Royal Botanic Gardens Victoria","","","Calanthe vestita","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","100","CALLREPE.TIF","","Callisia repeens","","Image","Illustration","","","","","2012-10-18 14:43:44","2012-10-18 14:43:44","Pearson, Su","","Royal Botanic Gardens Victoria","","","Callisia repeens","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","101","CALOALBU.TIF","","Calochortus albus","","Image","Illustration","","","","","2012-10-18 14:43:44","2012-10-18 14:43:44","Pearson, Su","","Royal Botanic Gardens Victoria","","","Calochortus albus","","","","","","","",,,2364,2836,,,,,"TIFF Image"
"flora_illustrations","102","CALOPURP.TIF","","Calostemma purppureum","","Image","Illustration","","","","","2012-10-18 14:43:46","2012-10-18 14:43:46","Pearson, Su","","Royal Botanic Gardens Victoria","","","Calostemma purppureum","","","","","","","",,,2364,2836,,,,,"TIFF Image"
